# nvme:sys:MWUM:bufferedio:*
1   0.9837144
2   1.6543962
4   3.1525022
8   5.7818224
16  9.8838477
24  13.8433437
32  16.6753215
40  18.5938362
48  17.5753125
56  16.8277862
64  16.6818384
