# nvme:sys:MWRM:bufferedio:*
1   0.4817313
2   0.8341209
4   1.4247864
8   2.2548636
16  2.8041932
24  2.6937531
32  2.8263429
40  2.8487253
48  2.6703216
56  2.9403828
64  3.1199463
