# nvme:sys:MWRL:bufferedio:*
1   0.7516035
2   1.4148945
4   2.8019709
8   5.1205554
16  9.4429712
24  13.4136009
32  16.2020133
40  15.3460242
48  14.4552411
56  14.5324332
64  14.6534175
