randwrite,1,4K,1,114.705899157,111.105699186,8.384,8.512,9.024,9.664,13.248,13.632
randwrite,1,4K,2,227.082988145,221.220539923,8.384,8.64,9.664,10.304,13.888,14.144
randwrite,1,4K,4,450.579345808,435.58805884900005,8.384,8.64,11.328,11.584,15.68,16.064
randwrite,1,4K,8,822.6141979719999,805.9297243249999,9.024,9.152,15.68,15.808,20.096,20.096
randwrite,1,4K,16,1104.8023139549998,1099.521708083,13.76,13.76,23.936,24.192,28.032,28.032
randwrite,1,4K,32,1183.350378517,1183.447650336,26.24,26.24,37.632,37.632,41.728,41.728
