randread,1,4K,1,114.393800886,112.297814598,175.659714286,208.865142857,133.063562348,8.384,8.512,5.344,4.448,7.2,8.768,9.024,5.472,4.704,7.392,13.504,13.632,10.176,9.92,11.2
randread,1,4K,2,222.236537637,218.078417369,296.685714286,401.202542494,248.249142857,8.64,8.768,6.24,4.64,7.712,10.048,10.56,7.456,5.856,8.384,13.632,13.632,11.328,10.304,12.864
randread,1,4K,4,443.88144550799996,432.8993001,501.03356663299996,754.5200685619999,486.269961434,8.64,8.768,7.648,4.832,7.904,10.816,11.072,9.664,7.008,9.024,14.016,14.016,14.272,11.072,13.376
randread,1,4K,8,874.3783745180001,854.600771318,829.671904014,1362.805027853,948.366804742,8.768,8.896,9.152,5.344,8.032,11.328,11.456,13.76,8.512,10.688,14.656,14.656,17.28,12.48,14.144
randread,1,4K,16,1521.058563062,1508.393229539,1017.053135266,1556.1006998999999,1539.4817883160001,9.92,10.048,15.296,9.792,9.92,14.4,14.4,19.84,12.096,14.144,18.048,18.048,25.216,16.512,18.304
randread,1,4K,32,1560.440365662,1540.3329524350002,956.1969718610001,1560.697514996,1560.5473731480001,20.096,18.096,33.024,20.096,20.352,22.656,22.656,40.192,21.888,22.144,27.776,28.288,44.8,25.472,26.24
