randread,1,512B,1,58.085,57.195,107.711,143.099,127.827,8.16,8.256,4.256,3.152,3.728,8.896,9.024,4.32,3.376,3.856,13.12,13.504,9.152,8.384,8.896
randread,1,1KB,1,114.077,113.832,250.138,300.357,245.959,8.384,8.384,4.384,3.344,3.888,9.024,9.152,4.512,3.536,4.016,13.12,13.504,9.152,8.612,9.152
randread,1,2KB,1,219.402,217.505,392.907,503.547,453.672,8.768,8.768,4.704,3.632,4.192,9.408,9.792,4.832,3.824,4.32,13.248,13.632,9.664,9.152,9.024
randread,1,4KB,1,421.427,404.829,697.728,830.59,799.658,9.152,9.408,5.344,4.448,4.832,10.688,11.328,5.536,4.704,4.96,14.016,14.656,10.176,9.92,9.536
randread,1,8KB,1,644.022,645.007,900.63,1204.27,1123.481,12.096,11.968,6.648,6.304,6.88,13.248,12.992,7.84,6.88,7.072,17.28,17.28,10.12,11.712,12.224
