randwrite,1,512B,1,47.339,45.951,73.971,88.877,81.093,10.048,10.304,6.304,5.216,5.856,11.584,12.096,7.136,6.944,7.264,15.808,15.936,12.096,10.816,11.584
randwrite,1,1KB,1,94.197,92.669,149.17,220.606,163.964,10.176,10.304,6.304,5.216,5.856,11.712,12.096,7.072,6.88,7.136,15.936,15.936,11.968,10.816,11.328
randwrite,1,2KB,1,189.34,184.956,300.457,361.14,326.53,10.176,10.304,6.304,5.152,5.856,11.584,12.096,7.072,6.88,7.072,15.808,15.936,11.84,10.944,11.456
randwrite,1,4KB,1,412.538,404.482,685.758,816.838,744.093,9.28,9.408,5.472,4.576,5.152,10.944,11.328,5.792,5.28,5.344,14.528,15.04,10.688,10.176,10.688
randwrite,1,8KB,1,651.651,643.533,999.673,1187.466,1122.064,11.84,11.968,7.648,6.432,6.88,14.016,13.888,8.768,8.384,8.096,17.536,17.792,13.632,11.968,12.224
