randread,1,4K,1,114.393800886,112.297814598,8.384,8.512,8.768,9.024,13.504,13.632
randread,1,4K,2,222.236537637,218.078417369,8.64,8.768,10.048,10.56,13.632,13.632
randread,1,4K,4,443.88144550799996,432.8993001,8.64,8.768,10.816,11.072,14.016,14.016
randread,1,4K,8,874.3783745180001,854.600771318,8.768,8.896,11.328,11.456,14.656,14.656
randread,1,4K,16,1521.058563062,1508.393229539,9.92,10.048,14.4,14.4,18.048,18.048
randread,1,4K,32,1560.440365662,1560.3329524350002,20.096,20.096,22.656,22.656,27.776,28.288
